"","X","date","price","bathrooms","sqft_living","view","grade","yr_built","yr_renovated","sqft_living15","sqft_lot15","year_sold","month_sold"
"320",319,2014-11-22,268750,1,800,0,6,1943,0,1310,8775,"2014","11"
"321",320,2014-05-13,819900,2.75,3150,0,9,2013,0,1560,8384,"2014","05"
"322",321,2014-10-23,520000,2.25,2030,0,8,1984,0,2660,17958,"2014","10"
"323",322,2014-07-21,230000,2,1450,0,7,2003,0,1520,9518,"2014","07"
"324",323,2015-02-02,240000,1.75,1510,0,7,1969,0,1510,9753,"2015","02"
"325",324,2014-09-05,232000,1,1240,0,6,1922,1984,1820,7460,"2014","09"
"326",325,2015-03-11,240500,1,1240,0,6,1922,1984,1820,7460,"2015","03"
"327",326,2014-10-27,274975,2.5,3030,0,9,1987,0,3080,35781,"2014","10"
"328",327,2014-09-05,740000,2,2050,0,9,1922,0,2320,5500,"2014","09"
"329",328,2015-04-28,186375,1,1000,0,7,1952,0,1150,7600,"2015","04"
"330",329,2014-07-25,790000,2.25,2370,0,9,1977,0,2500,10004,"2014","07"
"331",330,2014-09-16,880000,3.5,2800,0,9,1951,2002,2370,6120,"2014","09"
"332",331,2015-04-16,279000,1.75,2240,0,7,1955,0,1590,7955,"2015","04"
"333",332,2014-07-29,295000,2,1810,2,8,1991,0,1910,10450,"2014","07"
"334",333,2015-04-08,640000,1,1070,0,7,1924,0,1710,5000,"2015","04"
"335",334,2014-07-03,940000,2,2490,0,9,1968,0,2770,9525,"2014","07"
"336",335,2014-10-07,260000,2.5,1960,0,7,2003,0,1800,5894,"2014","10"
"337",336,2014-06-02,559900,2.75,2930,0,9,2004,0,2580,11045,"2014","06"
"338",337,2014-07-22,791500,2,1510,0,7,1911,0,1820,3750,"2014","07"
"339",338,2014-08-26,265000,1.75,1420,0,7,1954,0,1740,8000,"2014","08"
"340",339,2015-05-01,245000,1.75,1740,0,7,1954,0,880,78408,"2015","05"
"341",340,2015-04-24,485000,1.75,2560,0,7,1962,0,2560,14764,"2015","04"
"342",341,2014-11-06,684000,3.5,3040,0,9,2010,0,3470,8066,"2014","11"
"343",342,2014-09-09,425000,1.75,2500,0,8,1957,0,1580,8691,"2014","09"
"344",343,2014-10-17,309600,1.75,1275,0,6,1991,0,1660,20000,"2014","10"
"345",344,2014-07-18,552250,2.5,2580,0,8,2002,0,2380,5823,"2014","07"
"346",345,2014-07-23,165000,1,1000,0,6,1943,0,1020,7138,"2014","07"
"347",346,2014-12-29,239900,1,1000,0,6,1943,0,1020,7138,"2014","12"
"348",347,2014-12-05,320000,1,1070,0,6,1930,0,1360,32156,"2014","12"
"349",348,2014-10-21,206600,2,1390,0,7,1987,0,1720,12080,"2014","10"
"350",349,2015-04-16,387000,1.75,2500,0,7,1973,0,2040,8646,"2015","04"
"351",350,2014-06-04,299000,0.75,560,0,4,1967,0,1300,19207,"2014","06"
"352",351,2014-09-22,855000,2.75,2270,0,9,1965,0,2610,10180,"2014","09"
"353",352,2015-01-26,315000,1,1900,0,7,1954,0,1940,14400,"2015","01"
"354",353,2014-12-03,437500,1,990,2,7,1907,0,1930,3120,"2014","12"
"355",354,2015-03-24,252000,1.5,1550,0,7,1969,0,1640,22654,"2015","03"
"356",355,2014-06-04,375000,1.75,2200,0,7,1955,0,1600,5766,"2014","06"
"357",356,2014-08-06,3e+05,2.5,1910,0,7,2005,0,2010,5091,"2014","08"
"358",357,2014-10-06,420000,1,1750,0,7,1954,0,1750,10530,"2014","10"
"359",358,2014-05-05,9e+05,1,1330,0,7,1928,1954,1340,17689,"2014","05"
"360",359,2014-08-05,679900,2.5,2440,2,9,2000,0,1520,5750,"2014","08"
"361",360,2014-06-05,463000,2.5,1640,0,7,1992,0,1580,28399,"2014","06"
"362",361,2014-08-28,380000,2.5,2760,0,9,1978,0,2470,11340,"2014","08"
"363",362,2014-12-10,329500,2.5,1820,0,7,1994,0,1820,8168,"2014","12"
"364",363,2014-08-19,604950,2.5,2110,0,8,2013,0,2040,9363,"2014","08"
"365",364,2014-09-17,795000,2.5,3040,2,8,1966,0,2920,8800,"2014","09"
"366",365,2015-01-30,465000,2,1840,0,7,1994,0,1380,44049,"2015","01"
"367",366,2015-03-26,673000,2.5,2990,0,9,2002,0,2140,17449,"2015","03"
"368",367,2014-10-01,810000,2.5,3520,0,10,1991,0,3400,21455,"2014","10"
"369",368,2015-04-23,785000,2.75,2440,0,8,1989,0,2770,24361,"2015","04"
"370",369,2014-11-20,338000,3,2090,0,7,1986,0,1810,7650,"2014","11"
"371",370,2014-12-04,280000,2.25,1430,0,7,1993,0,1430,7220,"2014","12"
"372",371,2014-10-01,315000,2.25,2180,0,7,1954,0,1810,6929,"2014","10"
"373",372,2015-03-24,530000,2.25,2180,0,7,1954,0,1810,6929,"2015","03"
"374",373,2014-12-23,380000,3,3450,0,9,2004,0,2860,9721,"2014","12"
"375",374,2014-08-11,297000,2.25,1450,0,7,1994,0,1650,7625,"2014","08"
"376",375,2014-05-20,730000,2.5,3230,0,10,2004,0,3480,7447,"2014","05"
"377",376,2014-06-09,450000,1.75,1640,0,7,1940,0,1770,12600,"2014","06"
"378",377,2014-10-27,275000,3,1590,0,7,1997,0,1680,7500,"2014","10"
"379",378,2015-04-29,595000,2,2020,0,7,1960,0,1910,3120,"2015","04"
"380",379,2015-04-21,435000,1.5,1300,0,7,1904,2014,1590,2577,"2015","04"
"381",380,2014-09-16,270000,1.5,1380,0,6,1954,0,3130,19868,"2014","09"
"382",381,2014-08-05,950000,3,4040,0,10,1986,0,3360,14142,"2014","08"
"383",382,2015-03-13,389000,2.25,2130,0,7,2001,0,2300,6930,"2015","03"
"384",383,2015-01-21,560000,2.25,2550,0,8,1968,0,2420,8050,"2015","01"
"385",384,2014-07-28,1350000,3.5,4800,2,11,1998,0,4050,19009,"2014","07"
"386",385,2014-11-11,799000,2.25,2510,0,8,1969,0,2450,9691,"2014","11"
"387",386,2014-06-25,365500,2,1410,0,7,1983,0,1410,9600,"2014","06"
"388",387,2014-05-15,252350,2,1650,0,7,1979,0,1710,7350,"2014","05"
"389",388,2014-09-05,403950,2.5,2120,0,8,1993,0,1880,12000,"2014","09"
"390",389,2014-08-01,385000,1.5,2040,0,7,1954,0,1610,10020,"2014","08"
"391",390,2014-12-10,345000,1,1550,0,7,1957,0,1450,7620,"2014","12"
"392",391,2014-09-17,490000,2.75,1980,0,9,1979,0,1950,2856,"2014","09"
"393",392,2014-06-18,330000,2.5,1600,0,8,2005,0,1790,27743,"2014","06"
"394",393,2014-05-12,927000,2.75,3300,0,8,1953,0,3180,12239,"2014","05"
"395",394,2014-07-28,1118000,2.5,3840,1,10,1983,0,3600,16553,"2014","07"
"396",395,2015-04-30,330000,1,1220,0,7,1950,0,2000,9600,"2015","04"
"397",396,2015-03-09,530000,2.25,2720,0,7,1958,0,2110,8800,"2015","03"
"398",397,2014-06-23,365000,2,1940,0,8,1962,0,2000,10071,"2014","06"
"399",398,2014-06-19,378750,2.5,2160,0,7,1909,2011,1060,3500,"2014","06"
"400",399,2014-06-19,269900,1.75,1530,0,7,1968,0,1390,8750,"2014","06"
"401",400,2015-03-06,557000,3.5,1710,0,8,2008,0,1630,1543,"2015","03"
"402",401,2014-08-25,360000,1.75,3730,0,7,1974,0,1880,16963,"2014","08"
"403",402,2015-04-22,352000,1,940,0,7,1937,0,1560,4500,"2015","04"
"404",403,2015-02-24,437000,2.5,1750,0,8,1994,0,2430,22357,"2015","02"
"405",404,2014-06-18,322500,2.5,1820,0,7,1994,0,1820,7107,"2014","06"
"406",405,2014-09-12,650000,3.25,1510,0,9,2001,0,1510,1352,"2014","09"
"407",406,2014-08-06,450000,2,1290,0,8,2001,0,1290,3235,"2014","08"
"408",407,2015-04-17,278500,2,1570,0,7,1998,0,1570,5250,"2015","04"
"409",408,2015-04-27,364950,2.5,1930,0,8,1995,0,2090,6996,"2015","04"
"410",409,2014-09-11,840000,3.5,2840,4,10,1986,0,3180,36852,"2014","09"
"411",410,2015-03-18,268000,2.5,1550,0,7,1991,0,1550,8134,"2015","03"
"412",411,2014-07-16,517534,1,833,0,5,2006,0,1380,143947,"2014","07"
"413",412,2014-11-04,632925,2.5,2990,0,8,1978,0,2990,36497,"2014","11"
"414",413,2014-07-23,577500,2.5,2000,0,9,1995,0,2450,8118,"2014","07"
"415",414,2015-02-12,339000,1.5,2390,2,7,1920,0,2850,6867,"2015","02"
"416",415,2014-09-09,570000,1.75,2910,0,7,1967,0,2520,18295,"2014","09"
"417",416,2014-06-26,563500,1.75,2085,0,7,1964,0,2690,174240,"2014","06"
"418",417,2015-01-05,423000,2.25,2200,0,7,1962,0,1910,8660,"2015","01"
"419",418,2014-12-23,355000,2.25,1860,0,8,2012,0,2320,5465,"2014","12"
"420",419,2014-07-10,1550000,4.25,6070,0,12,1999,0,4680,211267,"2014","07"
"421",420,2014-12-03,482000,1,950,0,7,1941,0,1320,4050,"2014","12"
"422",421,2014-07-30,625000,1.75,1600,0,7,1955,0,1580,9800,"2014","07"
"423",422,2014-12-19,538000,2.5,2250,0,8,1988,0,2360,11632,"2014","12"
"424",423,2015-01-07,380000,2.5,2280,0,8,1985,0,2310,10094,"2015","01"
"425",424,2014-07-17,375000,1,940,0,7,1909,0,1300,5120,"2014","07"
"426",425,2015-04-03,245000,2.5,1530,0,7,1996,0,1850,8140,"2015","04"
"427",426,2014-11-14,310000,1.75,2190,0,7,1947,1974,1620,39480,"2014","11"
"428",427,2015-02-25,1300000,2,2350,0,8,1976,0,3530,15715,"2015","02"
"429",428,2014-05-06,397000,2,1440,0,7,1971,0,1460,9660,"2014","05"
"430",429,2015-05-12,365000,2.5,2200,0,8,2005,0,2310,5082,"2015","05"
"431",430,2014-10-28,328500,3,2290,0,9,1990,0,2290,8250,"2014","10"
"432",431,2014-09-08,988000,3,4040,0,11,1987,0,3930,21887,"2014","09"
"433",432,2014-07-22,1e+06,2.5,2610,0,8,1922,0,1810,3277,"2014","07"
"434",433,2014-09-03,237000,2.5,1490,0,7,2005,0,1490,2094,"2014","09"
"435",434,2014-09-19,525000,2.5,2450,0,8,2003,0,2300,4674,"2014","09"
"436",435,2014-09-16,749000,2.5,1710,0,9,1976,2014,2140,9131,"2014","09"
"437",436,2014-08-21,722500,2.5,4870,0,10,1983,0,3180,11398,"2014","08"
"438",437,2015-03-12,843000,2.5,3130,0,10,1991,0,2860,9003,"2015","03"
"439",438,2014-07-08,438000,2,1270,0,8,2000,0,1610,3090,"2014","07"
"440",439,2014-09-16,578000,1.75,2120,2,8,1977,0,2460,11760,"2014","09"
"441",440,2014-09-23,227950,1.5,1670,0,7,1954,0,2077,4910,"2014","09"
"442",441,2014-07-22,196000,2.25,2070,0,7,1974,0,1890,7519,"2014","07"
"443",442,2014-07-15,641000,1,1420,0,8,1953,0,2400,5406,"2014","07"
"444",443,2015-04-22,350000,1.5,1250,0,6,1980,0,1930,210394,"2015","04"
"445",444,2014-08-19,205000,1,940,0,7,1960,0,1150,8050,"2014","08"
"446",445,2014-12-02,4e+05,1.75,1920,0,7,1968,0,1920,9760,"2014","12"
"447",446,2014-11-10,1030000,2.5,3545,0,10,2005,0,3630,7704,"2014","11"
"448",447,2015-03-19,505000,2,1260,0,7,1972,0,1510,5460,"2015","03"
"449",448,2014-10-09,475000,2.5,2340,0,7,1975,0,1930,7221,"2014","10"
"450",449,2014-11-05,520000,2.25,2590,0,8,1977,0,2580,9450,"2014","11"
"451",450,2015-05-02,1450000,4.5,3970,2,10,1977,1999,2610,13838,"2015","05"
"452",451,2014-12-31,333500,1.75,1220,0,7,1965,0,1630,10007,"2014","12"
"453",452,2015-02-22,232000,1,1400,0,6,1976,0,1230,10209,"2015","02"
"454",453,2015-04-21,691100,2.75,2360,0,8,1983,0,2120,16117,"2015","04"
"455",454,2014-10-14,811000,1.75,1870,0,8,1960,0,1900,10005,"2014","10"
"456",455,2014-05-20,551000,2.5,2830,0,9,2001,0,2500,5788,"2014","05"
"457",456,2015-01-08,496500,2.5,2260,0,8,1994,0,2350,3710,"2015","01"
"458",457,2014-11-26,705000,3,1970,3,9,1980,0,2280,75396,"2014","11"
"459",458,2014-06-12,578000,2.5,3140,2,9,1966,0,2460,9600,"2014","06"
"460",459,2015-01-28,255000,1.75,1240,0,7,1986,0,1490,8223,"2015","01"
"461",460,2014-06-26,1050000,3.5,3450,0,10,2007,0,3220,8567,"2014","06"
"462",461,2015-03-05,348000,2.25,2570,0,8,1989,0,2400,8049,"2015","03"
"463",462,2014-11-04,230000,2,1510,0,7,1985,0,1570,3777,"2014","11"
"464",463,2014-12-09,359500,2.25,2390,0,9,1988,0,2480,11250,"2014","12"
"465",464,2014-11-12,330000,1,980,0,6,1953,0,1220,7000,"2014","11"
"466",465,2014-05-23,80000,0.75,430,0,4,1912,0,1200,7500,"2014","05"
"467",466,2014-12-01,465000,1.75,1480,0,7,1954,0,1480,6360,"2014","12"
"468",467,2014-10-15,325000,2.5,1850,0,8,1997,0,2100,7329,"2014","10"
"469",468,2015-01-07,340500,2,2270,0,7,1947,0,1770,14833,"2015","01"
"470",469,2015-01-06,342500,2.5,1810,0,8,1993,0,1810,6200,"2015","01"
"471",470,2014-06-23,290900,2,1610,0,6,1930,1983,1310,12950,"2014","06"
"472",471,2015-02-13,868700,4.25,3840,0,10,2000,0,3230,7709,"2015","02"
"473",472,2014-11-13,1199000,2.75,4110,1,9,1928,2013,2820,8400,"2014","11"
"474",473,2014-10-14,1150000,3.25,4190,0,11,2000,0,4300,11919,"2014","10"
"475",474,2014-08-11,859900,2.75,3390,0,9,2011,0,3390,7111,"2014","08"
"476",475,2014-08-08,520000,2.25,1890,0,7,2003,0,1580,3000,"2014","08"
"477",476,2014-07-11,460000,2.5,1610,2,9,2005,0,1610,4173,"2014","07"
"478",477,2014-09-01,438924,1.5,1050,0,7,1949,0,1770,5400,"2014","09"
"479",478,2015-04-06,315000,1,630,0,5,1918,0,1420,6550,"2015","04"
"480",479,2014-07-18,590000,2.75,2910,2,8,1975,0,2920,10988,"2014","07"
"481",480,2014-11-04,378500,1.75,1700,0,7,1955,0,1620,9000,"2014","11"
"482",481,2014-06-03,328500,2.5,1950,0,9,1990,0,2350,7691,"2014","06"
"483",482,2015-03-25,849950,3,2990,0,8,1973,0,2230,11553,"2015","03"
"484",483,2014-10-27,525000,1.5,1350,2,7,1950,0,1730,6012,"2014","10"
"485",484,2015-04-10,1385000,3.25,4860,0,9,1993,0,3850,181319,"2015","04"
"486",485,2015-04-28,295000,2.5,2160,0,8,1978,0,2060,8250,"2015","04"
"487",486,2014-07-11,1067000,3.5,4860,0,11,1998,0,3600,11793,"2014","07"
"488",487,2014-07-21,207950,2,890,0,6,1917,0,1860,5000,"2014","07"
"489",488,2014-12-16,699900,2.75,2810,0,9,2002,0,2820,7302,"2014","12"
"490",489,2015-02-10,1280000,2.5,3400,1,8,1977,0,3080,11081,"2015","02"
"491",490,2014-11-20,452000,1.5,1580,0,7,1963,0,1560,7350,"2014","11"
"492",491,2015-02-05,370000,2,1680,1,7,1987,0,1680,4921,"2015","02"
"493",492,2015-01-27,232000,1.75,1300,0,7,1968,0,1300,10794,"2015","01"
"494",493,2014-10-30,669950,2.5,2820,0,7,1960,0,1910,10392,"2014","10"
"495",494,2014-06-14,397500,2,1510,0,7,1972,0,1660,6600,"2014","06"
"496",495,2014-05-12,490000,2.5,1230,0,8,2004,0,1240,1350,"2014","05"
"497",496,2015-01-28,725000,2,2110,0,9,1925,2003,1440,4420,"2015","01"
"498",497,2014-09-17,299000,2.75,3080,2,7,1958,0,2424,12410,"2014","09"
"499",498,2014-08-18,625000,1.5,1490,0,7,1900,0,1590,4025,"2014","08"
"500",499,2014-11-06,437500,2.5,2120,0,7,2000,0,2530,4816,"2014","11"
"501",500,2015-05-10,650000,2.5,3180,0,9,2003,0,3030,5335,"2015","05"
"502",501,2014-05-19,475000,1,1490,0,7,1929,0,1460,3825,"2014","05"
"503",502,2014-05-02,342000,2,1930,0,8,1966,0,2200,12825,"2014","05"
"504",503,2014-10-15,1197350,2.5,2770,0,10,1999,0,2720,10000,"2014","10"
"505",504,2015-02-10,280000,1.5,1670,0,7,1963,0,1930,10200,"2015","02"
"506",505,2014-05-21,240000,1.75,1330,0,7,1993,0,1450,11682,"2014","05"
"507",506,2014-05-27,529000,1,1210,0,7,1924,0,1640,3333,"2014","05"
"508",507,2015-02-02,442000,1,1190,0,7,1941,0,1690,5100,"2015","02"
"509",508,2014-05-08,615000,1,1540,0,7,1946,0,1420,5538,"2014","05"
"510",509,2014-06-12,1485000,3.75,4030,0,10,2006,0,2160,7200,"2014","06"
"511",510,2015-05-05,585000,1.75,2430,0,8,1981,0,1980,8750,"2015","05"
"512",511,2015-03-05,480000,2.5,2600,0,8,2005,0,2830,7787,"2015","03"
"513",512,2014-07-21,1095000,3.5,4410,0,9,1990,0,2900,50529,"2014","07"
"514",513,2014-11-05,290000,1,1330,0,7,1949,0,1220,660,"2014","11"
"515",514,2014-08-20,615000,1.75,1900,0,7,1951,0,1770,5000,"2014","08"
"516",515,2015-03-11,3e+05,1,1100,0,7,1950,0,1460,7680,"2015","03"
"517",516,2014-10-29,308000,1,1980,0,6,1932,0,1860,11811,"2014","10"
"518",517,2015-05-07,750000,2.5,2400,0,9,2001,0,2080,8615,"2015","05"
"519",518,2014-11-14,2250000,2.25,4760,0,9,1916,0,2950,9323,"2014","11"
"520",519,2014-08-05,890000,3.25,3180,0,10,2005,0,2200,178160,"2014","08"
"521",520,2015-03-25,288000,1,1190,0,6,1958,0,1190,7560,"2015","03"
"522",521,2014-09-06,190000,1,630,0,6,1943,2005,1470,6840,"2014","09"
"523",522,2015-03-26,515000,3,2530,0,8,2005,0,2290,4011,"2015","03"
"524",523,2014-11-05,235000,1.5,1690,0,5,1930,0,1690,9040,"2014","11"
"525",524,2014-08-18,275000,1,940,0,6,1951,0,940,5000,"2014","08"
"526",525,2014-11-21,727500,2,1240,0,7,1952,0,1380,9121,"2014","11"
"527",526,2014-06-20,650000,2.5,3040,0,7,2003,0,2740,6587,"2014","06"
"528",527,2014-06-18,1600000,5,6050,3,11,2001,0,4210,233971,"2014","06"
"529",528,2014-11-05,365000,1,1590,0,6,1944,0,1320,7085,"2014","11"
"530",529,2014-10-08,662000,1.75,2500,0,9,1984,0,2590,28837,"2014","10"
"531",530,2015-04-29,270500,2.5,1780,0,7,1978,0,1680,7848,"2015","04"
"532",531,2015-05-05,2e+05,1.5,1360,0,7,1978,0,1360,1898,"2015","05"
"533",532,2015-02-24,970000,3.25,4740,0,10,1987,0,3340,49206,"2015","02"
"534",533,2014-06-24,160000,1.5,1010,0,7,1962,0,1400,9660,"2014","06"
"535",534,2015-02-18,204000,1,1040,0,6,1971,0,1580,7405,"2015","02"
"536",535,2015-02-18,358000,2.25,1610,0,7,1985,0,1780,7529,"2015","02"
"537",536,2015-05-01,452000,1.75,1570,0,7,1979,0,1870,8190,"2015","05"
"538",537,2014-12-04,595000,2,1510,0,7,1900,0,1920,4000,"2014","12"
"539",538,2015-04-10,249000,2,1360,0,7,1994,0,1360,6987,"2015","04"
"540",539,2015-03-10,346900,2.5,1970,0,8,1999,0,2230,5109,"2015","03"
"541",540,2015-02-18,2125000,2.5,5403,4,12,1976,0,3980,104374,"2015","02"
"542",541,2014-10-30,280000,2.5,1560,0,7,2003,0,1560,4350,"2014","10"
"543",542,2014-10-13,318888,1.75,2320,0,8,1973,0,2120,9880,"2014","10"
"544",543,2014-09-11,530000,2.25,2120,0,8,1967,0,2480,13492,"2014","09"
"545",544,2014-11-21,375000,2.25,2120,0,8,1983,0,2120,14479,"2014","11"
"546",545,2015-04-22,910000,2.5,3350,0,11,1988,0,3920,24728,"2015","04"
"547",546,2014-05-23,782000,2.5,2380,0,10,1991,0,2560,9770,"2014","05"
"548",547,2015-03-19,259950,2,1070,0,9,2008,0,1070,928,"2015","03"
"549",548,2014-09-23,315000,2.75,2300,0,7,1979,0,1870,9588,"2014","09"
"550",549,2014-05-28,215000,1,1320,0,6,1943,0,1190,6490,"2014","05"
"551",550,2014-07-23,705000,1.75,2180,2,7,1946,0,2180,8535,"2014","07"
"552",551,2014-10-13,1450000,3,4380,3,10,1952,0,3080,7680,"2014","10"
"553",552,2015-05-08,451000,1.75,1790,0,7,1949,0,1520,10125,"2015","05"
"554",553,2014-09-02,261000,1,750,0,6,1943,0,1340,8750,"2014","09"
"555",554,2014-11-17,396000,1.5,1300,0,7,1956,0,1570,8692,"2014","11"
"556",555,2014-07-22,725000,2.5,2990,3,9,1999,0,3715,29170,"2014","07"
"557",556,2014-06-20,1950000,3.5,4640,1,11,1965,2003,3230,20697,"2014","06"
"558",557,2014-07-15,238000,1,1400,0,7,1959,0,1310,7314,"2014","07"
"559",558,2015-04-27,750000,1.75,2750,0,8,1973,0,2040,9563,"2015","04"
"560",559,2014-10-27,331500,2.5,2050,0,7,1998,0,2050,8103,"2014","10"
"561",560,2014-10-28,460000,3,2230,0,7,1978,0,1960,65340,"2014","10"
"562",561,2014-07-07,404950,2.25,2340,0,8,1982,0,2340,107898,"2014","07"
"563",562,2014-12-17,880000,2.5,2870,0,9,2014,0,1630,7995,"2014","12"
"564",563,2014-06-13,863000,2.5,4120,0,10,1997,0,3180,7257,"2014","06"
"565",564,2014-12-16,638700,1.75,2080,0,7,1960,0,1870,8944,"2014","12"
"566",565,2014-07-28,435000,2.5,1840,0,7,2008,0,1600,4697,"2014","07"
"567",566,2014-12-31,260000,1,1180,0,6,1959,0,1490,5350,"2014","12"
"568",567,2014-08-14,671500,2.75,2160,0,7,1927,0,2040,4000,"2014","08"
"569",568,2014-10-22,610000,1,1180,0,8,1907,0,1440,3400,"2014","10"
"570",569,2014-12-18,405000,0.75,1160,0,6,1937,0,1870,25346,"2014","12"
"571",570,2014-07-18,338900,2.5,1830,0,7,2003,0,1830,5998,"2014","07"
"572",571,2015-01-23,720000,4,3200,0,10,2004,0,3480,7944,"2015","01"
"573",572,2015-04-24,442000,3,2560,0,7,1927,0,1080,5445,"2015","04"
"574",573,2014-06-03,650000,2.75,2550,0,8,1902,0,1590,3840,"2014","06"
"575",574,2015-01-02,263500,1.75,1330,0,7,1981,0,1330,9081,"2015","01"
"576",575,2014-12-17,3e+05,1,1220,0,7,1963,0,2010,98010,"2014","12"
"577",576,2014-12-09,266000,2.5,1805,0,7,2009,0,2095,3402,"2014","12"
"578",577,2014-12-11,930000,4,6050,2,9,2009,0,2700,199504,"2014","12"
"579",578,2015-01-27,530000,2.5,2320,0,8,2004,0,2450,5471,"2015","01"
"580",579,2014-12-11,180000,1,1384,0,6,1965,0,1000,8470,"2014","12"
"581",580,2014-05-16,619000,2.5,2720,0,9,2005,0,3180,7320,"2014","05"
"582",581,2014-08-21,264000,1.5,1820,0,7,1962,0,1380,8976,"2014","08"
"583",582,2014-07-01,730000,2.25,2130,4,7,1941,0,2130,4920,"2014","07"
"584",583,2014-10-22,439000,2.25,2060,0,7,1975,0,2060,8155,"2014","10"
"585",584,2014-11-17,268500,1.75,1420,0,7,1981,0,1500,7260,"2014","11"
"586",585,2014-07-15,330000,1.75,1510,0,7,1985,0,1470,15744,"2014","07"
"587",586,2014-08-19,640000,2.5,2160,0,8,1903,2013,2160,5120,"2014","08"
"588",587,2014-07-08,9e+05,2.5,3180,0,11,1978,0,3030,12835,"2014","07"
"589",588,2014-09-30,370000,2.25,2110,0,8,1985,0,2470,14000,"2014","09"
"590",589,2015-03-14,685000,2,2060,0,8,1931,0,1910,3900,"2015","03"
"591",590,2014-09-04,505000,1.5,1830,0,7,1981,0,2450,165963,"2014","09"
"592",591,2014-10-21,265000,1.75,1820,0,7,1966,0,2050,43560,"2014","10"
"593",592,2015-03-24,290000,2.5,1610,0,8,2006,0,1610,3049,"2015","03"
"594",593,2014-09-02,296000,2.5,1780,0,7,2006,0,2020,3802,"2014","09"
"595",594,2015-02-13,360000,2.5,1840,0,7,1996,0,1830,8505,"2015","02"
"596",595,2014-06-04,240500,1.75,1460,0,7,1997,0,1220,12012,"2014","06"
"597",596,2014-07-22,372500,2.5,1400,0,8,2007,0,1540,2385,"2014","07"
"598",597,2014-10-02,595000,2.5,3370,2,9,2004,0,3330,9691,"2014","10"
"599",598,2014-10-17,515000,3,3590,0,9,1997,0,2860,7995,"2014","10"
"600",599,2014-08-05,1220000,2.25,3200,0,9,1962,0,3070,15263,"2014","08"
"601",600,2014-10-09,507000,1.75,1670,0,8,2004,0,2170,6254,"2014","10"
"602",601,2015-02-04,399950,2,2420,0,9,1984,0,2560,32186,"2015","02"
"603",602,2014-08-20,185000,1.75,1430,0,7,1994,0,1560,10816,"2014","08"
"604",603,2014-08-25,460000,1.75,1440,0,7,1980,0,1440,7210,"2014","08"
"605",604,2015-02-24,435500,2.25,1450,0,7,1985,0,1560,4490,"2015","02"
"606",605,2015-04-08,469000,2.75,3550,0,8,1966,0,2050,9000,"2015","04"
"607",606,2014-05-05,531000,3,1270,0,8,2000,0,1290,1800,"2014","05"
"608",607,2015-02-06,443500,1,940,0,7,1949,0,1150,6930,"2015","02"
"609",608,2014-11-26,223000,2,1670,0,7,1990,0,1660,7586,"2014","11"
"610",609,2015-04-17,590000,3.5,3100,0,8,1996,0,2200,19400,"2015","04"
"611",610,2014-12-09,340000,2.5,1100,0,7,1997,0,1200,1415,"2014","12"
"612",611,2014-11-05,650000,2,1870,0,8,1925,0,1780,4050,"2014","11"
"613",612,2014-09-25,533600,2.5,1930,0,8,1990,0,2190,5085,"2014","09"
"614",613,2014-06-10,695000,2.75,2540,0,9,2005,0,2600,6344,"2014","06"
"615",614,2014-06-17,242000,1.75,1280,0,7,1988,0,1500,7777,"2014","06"
"616",615,2015-01-14,425000,2.25,1820,0,7,1967,0,1810,7515,"2015","01"
"617",616,2015-05-06,525000,2.25,1490,0,7,1981,0,1290,10125,"2015","05"
"618",617,2014-09-22,485000,2.5,1880,0,8,1988,0,2040,5411,"2014","09"
"619",618,2015-01-13,175000,1,1250,0,7,1971,0,1390,9650,"2015","01"
"620",619,2014-06-19,210000,2,1440,0,8,1983,0,1700,7245,"2014","06"
"621",620,2015-04-15,260000,2.5,1920,0,7,1989,0,1930,7536,"2015","04"
"622",621,2014-06-23,577000,2.5,2060,0,7,1976,0,1920,5750,"2014","06"
"623",622,2014-10-21,2e+05,1.5,1210,0,7,1958,0,1408,10588,"2014","10"
"624",623,2015-02-25,605000,1.75,1760,0,7,1927,0,1530,5000,"2015","02"
"625",624,2014-05-21,325000,1,990,0,6,1947,0,1440,6860,"2014","05"
"626",625,2014-08-14,289500,1,960,0,6,1944,0,1200,6600,"2014","08"
"627",626,2014-08-08,559950,2.5,1660,0,9,2014,0,1660,1784,"2014","08"
"628",627,2015-04-06,1042500,1.75,1900,1,8,1941,0,2760,9375,"2015","04"
"629",628,2014-10-09,543500,2.25,1270,0,7,1970,0,1920,4000,"2014","10"
"630",629,2014-05-22,480000,2.25,3250,0,9,1983,0,3110,35982,"2014","05"
"631",630,2014-05-23,218000,1,960,0,6,1982,0,1080,8610,"2014","05"
"632",631,2014-06-22,565000,1.75,1330,0,7,1914,1945,1620,6000,"2014","06"
"633",632,2014-12-12,426700,1.75,2080,0,7,1968,0,1680,7700,"2014","12"
